,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_degree,param_C,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,168.3833385705948,2.038190007209778,11.497735381126404,0.25493037700653076,rbf,0.0001,7,100,"{'kernel': 'rbf', 'gamma': 0.0001, 'degree': 7, 'C': 100}",0.6006146387914989,0.5845561182530408,0.5925853785222699,0.008029260269229066,4
1,152.89688527584076,3.0131691694259644,23.368037462234497,1.0627050399780273,poly,0.001,6,1,"{'kernel': 'poly', 'gamma': 0.001, 'degree': 6, 'C': 1}",0.5553824178678094,0.44578626152447737,0.5005843396961434,0.054798078171666015,19
2,183.98571825027466,0.5980014801025391,9.494828820228577,0.1852201223373413,linear,0.001,2,1,"{'kernel': 'linear', 'gamma': 0.001, 'degree': 2, 'C': 1}",0.5762022248192875,0.5875427433666623,0.581872484092975,0.005670259273687417,6
3,164.26686584949493,4.532208800315857,11.692211151123047,0.9755387306213379,rbf,1e-05,5,100,"{'kernel': 'rbf', 'gamma': 1e-05, 'degree': 5, 'C': 100}",0.5186339436436826,0.5186339436436826,0.5186339436436826,0.0,16
4,156.36510968208313,0.004063129425048828,22.36833906173706,0.5056421756744385,poly,0.0001,3,10,"{'kernel': 'poly', 'gamma': 0.0001, 'degree': 3, 'C': 10}",0.5199757607237155,0.5575899233865732,0.5387828420551444,0.018807081331428832,15
5,274.84592843055725,0.7687051296234131,6.5493316650390625,0.38213562965393066,linear,1e-05,4,10,"{'kernel': 'linear', 'gamma': 1e-05, 'degree': 4, 'C': 10}",0.5770679132580184,0.5703155434359174,0.5736917283469679,0.003376184911050517,14
6,154.64276099205017,0.5399293899536133,21.345876097679138,0.9711636304855347,poly,0.001,9,1,"{'kernel': 'poly', 'gamma': 0.001, 'degree': 9, 'C': 1}",0.5504479937670432,0.44513699519542915,0.4977924944812362,0.05265549928580704,21
7,402.52197325229645,1.296312689781189,0.5908704996109009,0.08944809436798096,linear,0.0001,2,100,"{'kernel': 'linear', 'gamma': 0.0001, 'degree': 2, 'C': 100}",0.5813530710297364,0.5674587715881054,0.574405921308921,0.006947149720815504,12
8,187.36709654331207,2.699893832206726,8.62609612941742,0.6471668481826782,linear,0.001,6,1,"{'kernel': 'linear', 'gamma': 0.001, 'degree': 6, 'C': 1}",0.5759425182876683,0.5856815132233909,0.5808120157555297,0.004869497467861306,7
9,280.2156205177307,5.495096683502197,6.456013083457947,0.05039012432098389,linear,0.001,5,10,"{'kernel': 'linear', 'gamma': 0.001, 'degree': 5, 'C': 10}",0.5781500238064321,0.5701856901701078,0.57416785698827,0.003982166818162158,13
10,170.56709933280945,2.251852512359619,12.126258373260498,0.03423190116882324,rbf,0.001,7,10,"{'kernel': 'rbf', 'gamma': 0.001, 'degree': 7, 'C': 10}",0.6040773925464226,0.58243518157815,0.5932562870622863,0.010821105484136284,2
11,170.17515397071838,7.589169502258301,9.085768580436707,1.3692113161087036,rbf,0.01,7,10,"{'kernel': 'rbf', 'gamma': 0.01, 'degree': 7, 'C': 10}",0.5779768861186859,0.6079729905207116,0.5929749383196987,0.014998052201012857,3
12,173.35041224956512,3.308533787727356,11.11002266407013,0.254738450050354,rbf,0.01,9,1,"{'kernel': 'rbf', 'gamma': 0.01, 'degree': 9, 'C': 1}",0.6027355754663897,0.5842098428775484,0.593472709171969,0.009262866294420635,1
13,402.22656190395355,0.46363365650177,0.5664128065109253,0.1266704797744751,linear,0.001,1,100,"{'kernel': 'linear', 'gamma': 0.001, 'degree': 1, 'C': 100}",0.581482924295546,0.5674587715881054,0.5744708479418257,0.007012076353720309,11
14,154.73423719406128,1.1921663284301758,21.962600708007812,0.3982532024383545,poly,1e-05,9,10,"{'kernel': 'poly', 'gamma': 1e-05, 'degree': 9, 'C': 10}",0.5500151495476778,0.44128468164307666,0.49564991559537724,0.054365233952300585,23
15,170.26659059524536,3.6682262420654297,12.297772765159607,0.6039320230484009,rbf,0.001,6,1,"{'kernel': 'rbf', 'gamma': 0.001, 'degree': 6, 'C': 1}",0.5186339436436826,0.5186339436436826,0.5186339436436826,0.0,16
16,179.11476981639862,1.173599123954773,7.416752934455872,0.08549368381500244,poly,0.01,3,1,"{'kernel': 'poly', 'gamma': 0.01, 'degree': 3, 'C': 1}",0.5186339436436826,0.5186339436436826,0.5186339436436826,0.0,16
17,131.82501876354218,2.9184638261795044,7.110446333885193,0.17793047428131104,rbf,0.001,4,100,"{'kernel': 'rbf', 'gamma': 0.001, 'degree': 4, 'C': 100}",0.577111197679955,0.6051162186728997,0.5911137081764273,0.014002510496472331,5
18,123.20344161987305,1.0617573261260986,15.341325163841248,0.3158799409866333,poly,0.0001,8,1,"{'kernel': 'poly', 'gamma': 0.0001, 'degree': 8, 'C': 1}",0.551227113361901,0.4431459117863481,0.49718651257412455,0.05404060078777645,22
19,165.14609503746033,1.0758366584777832,1.3085390329360962,0.16914355754852295,linear,0.01,1,10,"{'kernel': 'linear', 'gamma': 0.01, 'degree': 1, 'C': 10}",0.5813097866077999,0.5689737263558845,0.5751417564818422,0.00616803012595768,10
20,122.86046540737152,0.49098527431488037,14.640151381492615,0.0027724504470825195,poly,0.0001,9,10,"{'kernel': 'poly', 'gamma': 0.0001, 'degree': 9, 'C': 10}",0.5500151495476778,0.44002943340691686,0.49502229147729737,0.054992858070380485,24
21,140.22223341464996,1.3362451791763306,2.0221688747406006,0.3597393035888672,linear,0.0001,6,1,"{'kernel': 'linear', 'gamma': 0.0001, 'degree': 6, 'C': 1}",0.5735185906592217,0.5878457343202181,0.5806821624897199,0.0071635718304982055,8
22,123.1933925151825,0.9813089370727539,14.272379159927368,0.3202786445617676,poly,0.001,5,10,"{'kernel': 'poly', 'gamma': 0.001, 'degree': 5, 'C': 10}",0.43284421936545037,0.5114487296022162,0.4721464744838333,0.03930225511838292,25
23,123.56549513339996,0.6524325609207153,13.170863270759583,0.7137478590011597,poly,0.0001,7,10,"{'kernel': 'poly', 'gamma': 0.0001, 'degree': 7, 'C': 10}",0.554560013851015,0.4443145911786348,0.49943730251482493,0.05512271133619012,20
24,135.685124874115,1.0861046314239502,2.1213724613189697,0.03426408767700195,linear,1e-05,7,1,"{'kernel': 'linear', 'gamma': 1e-05, 'degree': 7, 'C': 1}",0.5774141886335108,0.5839501363459291,0.5806821624897199,0.0032679738562091387,8
